Starting negotiation session.
Round 1
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Developer, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 318
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: EWI, Job Prospect: Developer, Housing: Cave, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 319
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: 3ME, Job Prospect: Manager, Housing: Under the bridge, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 320
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Engineer, Housing: Cave, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 321
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Manager, Housing: Cave, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 322
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Developer, Housing: Cave, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 323
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Jobless, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 324
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Manager, Housing: Cave, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 325
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Developer, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 326
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TI, Faculty: 3ME, Job Prospect: Engineer, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 327
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TI, Faculty: 3ME, Job Prospect: Developer, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 328
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Developer, Housing: Under the bridge, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 329
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Jobless, Housing: House, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 330
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Jobless, Housing: House, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 331
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: TPM, Job Prospect: Manager, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 332
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: EWI, Job Prospect: Engineer, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 333
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: TPM, Job Prospect: CEO, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 334
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TW, Faculty: TPM, Job Prospect: Manager, Housing: Single Room, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 335
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: CEO, Housing: Parents, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 336
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: 3ME, Job Prospect: Developer, Housing: Under the bridge, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 337
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 338
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Manager, Housing: House, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 339
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Engineer, Housing: Cave, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 340
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TI, Faculty: EWI, Job Prospect: Developer, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 341
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TW, Faculty: EWI, Job Prospect: Developer, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 342
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: EWI, Job Prospect: Manager, Housing: House, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 343
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Engineer, Housing: House, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 344
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Studio, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 345
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Developer, Housing: Parents, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 346
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 347
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Engineer, Housing: House, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 348
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: 3ME, Job Prospect: Engineer, Housing: Single Room, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 349
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Jobless, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 350
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Jobless, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 351
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: 3ME, Job Prospect: Developer, Housing: House, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 352
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Engineer, Housing: Cave, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 353
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Manager, Housing: House, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 354
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Engineer, Housing: House, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 355
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: House, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
